CanonicalId,OntologyType,SourceId,SourceSystem
rsxer4vb,Work,b30352782,mets
vpb3f376,Image,b21522595/FILE_0250_OBJECTS,mets-image
q8ng2hes,Image,b20200134/FILE_0035_OBJECTS,mets-image
mgevwf37,Image,b32854213/FILE_0375_OBJECTS,mets-image
kpxf5nuc,Image,b28654316/FILE_0141_OBJECTS,mets-image
wa5ybdsj,Image,b19333353/FILE_0036_OBJECTS,mets-image
aeybcm2f,Image,b2487176x/FILE_0512_OBJECTS,mets-image
sq46vtz5,Image,b19537955/FILE_0068_OBJECTS,mets-image
m9vceurk,Work,b11522227,sierra-system-number
t5p2v4ng,Subject,D014730Q000639,nlm-mesh
nsutktkz,Item,i1023278,sierra-system-number
xq2jn7ec,Image,b2912475x/FILE_0010_OBJECTS,mets-image
ugtbb26t,Work,b1998120x,sierra-system-number
mzte9qsu,Image,b22287012/FILE_0184_OBJECTS,mets-image
g8ch4xsq,Image,b21160156/FILE_0323_OBJECTS,mets-image
ctpetz4b,Image,b28065402/FILE_0141_OBJECTS,mets-image
y8ua7eep,Work,2468642,sierra-system-number
zkh7u3rg,Image,b28116732/FILE_0060_OBJECTS,mets-image
zba263w2,Image,b30338268/FILE_0038_OBJECTS,mets-image
yvrtpa7h,Image,b31409209/FILE_0176_OBJECTS,mets-image
e6rgc7v9,Image,b30549462/FILE_0097_OBJECTS,mets-image
mt8tan4k,Image,b18406555/FILE_0247_OBJECTS,mets-image
dmhu8n9g,Image,b28931622/FILE_0115_OBJECTS,mets-image
bpnq3y9e,Image,b28704903/FILE_0479_OBJECTS,mets-image
q59amncw,Image,b28117426/FILE_0964_OBJECTS,mets-image
s4h5cj2q,Image,b33094834/FILE_0009_OBJECTS,mets-image
mrt5kw52,Image,b24918672/FILE_0046_OBJECTS,mets-image
uyua77cz,Image,b24852673/FILE_0378_OBJECTS,mets-image
kcr2cru8,Image,b28125733/FILE_0080_OBJECTS,mets-image
b2m6yjxs,Image,b24391906/FILE_0615_OBJECTS,mets-image
cta34ez7,Image,b24757275/FILE_0260_OBJECTS,mets-image
n6u4k286,Image,b33491732/FILE_0157_OBJECTS,mets-image
eyry4j5k,Image,b29326989/FILE_0299_OBJECTS,mets-image
zemnzxx3,Image,b11198898/FILE_0187_OBJECTS,mets-image
zwk89xn3,Image,b22651809/FILE_0600_OBJECTS,mets-image
kncxm25h,Image,b18412257/FILE_0102_OBJECTS,mets-image
ztgdk92t,Work,2158339,sierra-system-number
wwthqemm,Image,b21063035/FILE_0634_OBJECTS,mets-image
gqcygr3s,Image,b28126968/FILE_0798_OBJECTS,mets-image
ypumw89v,Item,i10936361,sierra-system-number
fbm3twvm,Image,b24941517/FILE_0560_OBJECTS,mets-image
um5dqcgv,Image,b30142581/FILE_0003_OBJECTS,mets-image
tpynz3qj,Image,b22658361/FILE_0293_OBJECTS,mets-image
wq4nsede,Image,b21635936/FILE_0051_OBJECTS,mets-image
chus5d4k,Item,V0030927,miro-image-number
trbfxgwb,Work,ebs13464308e,ebsco-alt-lookup
r9yq5wjq,Image,b21031046/FILE_0164_OBJECTS,mets-image
njsbawyb,Work,b1344677,sierra-system-number
yuxftfbj,Image,b21043164/FILE_0250_OBJECTS,mets-image
z5vkyrad,Work,1935743,sierra-system-number
xe8syxyv,Image,b1114404x/FILE_0432_OBJECTS,mets-image
cy546ffn,Work,0c2eb85f-4244-4fc4-87c3-d7030642d127,calm-record-id
gffestsy,Image,b21532473/FILE_0302_OBJECTS,mets-image
ed9dm5k5,Image,b21359404/FILE_0123_OBJECTS,mets-image
abjuc3mq,Image,b31351281/FILE_0540_OBJECTS,mets-image
krdgy9fb,Image,b21002861/FILE_0195_OBJECTS,mets-image
kvhx2f36,Image,b29778852/FILE_0081_OBJECTS,mets-image
w3nunc8b,Image,b32782949/FILE_0231_OBJECTS,mets-image
c9cmdtxr,Image,b21710570/FILE_0169_OBJECTS,mets-image
rkaewrax,Work,b2859557,sierra-system-number
xk37jq73,Image,b21065160/FILE_0327_OBJECTS,mets-image
jxv5vttq,Image,b18475553/FILE_0503_OBJECTS,mets-image
j2gk7a5z,Image,b18358822/FILE_0171_OBJECTS,mets-image
kreneq4f,Image,b3012461x/FILE_0031_OBJECTS,mets-image
uxejukzd,Work,b1062652,sierra-system-number
k4xsccdb,Image,b2102005x/FILE_0278_OBJECTS,mets-image
rx88ymwz,Image,b20407701/FILE_0218_OBJECTS,mets-image
rr4fmtx4,Image,b24991429/FILE_0071_OBJECTS,mets-image
jpekh4yg,Image,b3018874x/FILE_0002_OBJECTS,mets-image
hftw5ged,Image,b21002460/FILE_0203_OBJECTS,mets-image
rqtd3ctq,Image,b21030406/FILE_0441_OBJECTS,mets-image
xynpy658,Image,b22008640/FILE_0373_OBJECTS,mets-image
p8jw72kj,Image,b21085134/FILE_0084_OBJECTS,mets-image
zfr9tnup,Image,b18181582/FILE_0089_OBJECTS,mets-image
ms5jgb9y,Image,b32218059/FILE_0432_OBJECTS,mets-image
phcvhv2w,Image,b28751280/FILE_0441_OBJECTS,mets-image
qrxb6che,Image,b29929532/FILE_0077_OBJECTS,mets-image
s4d7u7by,Image,b2910421x/FILE_0034_OBJECTS,mets-image
wdxbw3j6,Image,b30517874/FILE_1201_OBJECTS,mets-image
kcmpv58s,Image,b21309978/FILE_0107_OBJECTS,mets-image
gaaqsxhu,Image,b21902860/FILE_0072_OBJECTS,mets-image
ycfqpkeu,Work,1168041,sierra-system-number
vftwpzuk,Image,b22356216/FILE_0037_OBJECTS,mets-image
su6har3f,Image,b30411026/FILE_0133_OBJECTS,mets-image
qdhh6932,Work,b2600737,sierra-system-number
hvpkbcym,Image,b19098522/FILE_0033_OBJECTS,mets-image
n7etu8nu,Item,i21466439,sierra-system-number
hdhztgs6,Work,b29413461,sierra-system-number
ekaubgdy,Image,b21298567/FILE_0566_OBJECTS,mets-image
xjxvgqt9,Work,b21510970,mets
y7m5uwhz,Image,b19854791/FILE_0033_OBJECTS,mets-image
zkfm4eqt,Work,b10700092,sierra-system-number
skd35pq8,Image,b29930613/FILE_0428_OBJECTS,mets-image
zbydrfug,Image,b28085401/FILE_0290_OBJECTS,mets-image
cxnca7kn,Image,b28778248/FILE_0166_OBJECTS,mets-image
qstmwuxe,Work,2200060,sierra-system-number
rnbuzsdb,Image,b20390373/FILE_0258_OBJECTS,mets-image
yufjcy9p,Image,b31350768/FILE_0149_OBJECTS,mets-image
ak5phykd,Image,b22014731/FILE_0249_OBJECTS,mets-image
d8qyk96v,Image,b29311822/FILE_0242_OBJECTS,mets-image
thagjcjd,Image,b20425302/FILE_0055_OBJECTS,mets-image
fdc8ccp9,Image,b20443845/FILE_0059_OBJECTS,mets-image
zcp5ens4,Work,3c38c9e5-90ae-498c-a1c2-2ad6ab024736,calm-record-id
nkwcp7x9,Item,b22329808,sierra-system-number
hbfnwzst,Image,b30526814/FILE_0023_OBJECTS,mets-image
h4r24v38,Work,C0108062,miro-image-number
ak825f28,Image,b19883006/FILE_0004_OBJECTS,mets-image
ycauxsmz,Work,L0026677,miro-image-number
bm4d9zy6,Image,b19389152/FILE_0505_OBJECTS,mets-image
u2f2gec3,Image,b28946066/FILE_0034_OBJECTS,mets-image
xvbc5tce,Item,i1435149,sierra-system-number
trv9ra5f,Image,b21133980/FILE_0183_OBJECTS,mets-image
tp2gmbne,Image,b33289566/FILE_0032_OBJECTS,mets-image
bs66j3qx,Image,b21931537/FILE_0266_OBJECTS,mets-image
gh97xpxp,Item,1834964,sierra-system-number
m7k3wntq,Image,b30501167/FILE_0082_OBJECTS,mets-image
mvwxpyxa,Work,b32025695,sierra-system-number
ttjryfaq,Image,b21987191/FILE_0232_OBJECTS,mets-image
ytw26wbu,Image,b21507132/FILE_0048_OBJECTS,mets-image
u64bxt59,Work,f7f6afca-fb3d-4cff-84ef-5637906231f9,calm-record-id
xrngenw6,Image,b21119466/FILE_0212_OBJECTS,mets-image
p7fr6e5g,Image,b30340913/FILE_0014_OBJECTS,mets-image
fdvs7mwv,Image,b21533933/FILE_0397_OBJECTS,mets-image
y2k2uke4,Work,1986373,sierra-system-number
rry9yhtn,Image,b29207289/FILE_0008_OBJECTS,mets-image
gvqnyhq2,Image,b2893703x/FILE_0001_OBJECTS,mets-image
g2dtyn44,Image,b32886883/FILE_0090_OBJECTS,mets-image
b6tyuhym,Image,b22275988/FILE_0193_OBJECTS,mets-image
s86k24v5,Image,b22478942/FILE_0049_OBJECTS,mets-image
ch5jw6yg,Image,b21304233/FILE_0258_OBJECTS,mets-image
pubtvkag,Image,b21124735/FILE_0020_OBJECTS,mets-image
z67f4man,Image,b29722950/FILE_0067_OBJECTS,mets-image
y9gju45v,Work,b28574266,sierra-system-number
gtc3fw4b,Work,b1777813,sierra-system-number
txe532g7,Work,b25023615,sierra-system-number
q4v37jj4,Image,b22430714/FILE_0042_OBJECTS,mets-image
dqnjqnzm,Image,b33002691/FILE_0414_OBJECTS,mets-image
n8jg4m35,Work,b2752493,sierra-system-number
ks2pkcnv,Image,b11486600/FILE_0175_OBJECTS,mets-image
t3pbtbad,Image,b22664774/FILE_0170_OBJECTS,mets-image
cbnnp5g9,Image,b28064409/FILE_0092_OBJECTS,mets-image
pmgfq8nq,Image,b31355420/FILE_0656_OBJECTS,mets-image
m2w5fquc,Image,b21168167/FILE_0401_OBJECTS,mets-image
hx3k64ns,Image,b24875223/FILE_0042_OBJECTS,mets-image
xkykpgw9,Image,b28088992/FILE_0900_OBJECTS,mets-image
vrksyxje,Image,b3032659x/FILE_0049_OBJECTS,mets-image
kssz4zrc,Image,b29295567/FILE_0349_OBJECTS,mets-image
a6t68cn8,Image,b2982638x/FILE_0011_OBJECTS,mets-image
yzm6gd5r,Image,b19147363/FILE_0096_OBJECTS,mets-image
uxxvmy96,Work,b2172550,sierra-system-number
q9xurter,Image,b21927352/FILE_0001_OBJECTS,mets-image
u638gqzw,Image,b29335358/FILE_0038_OBJECTS,mets-image
g3k9wumz,Image,b21079754/FILE_0059_OBJECTS,mets-image
yd6reenr,Image,b28049433/FILE_0172_OBJECTS,mets-image
bqkxr2sv,Work,2523412,sierra-system-number
rmz3m2yr,Image,b10003836/FILE_0308_OBJECTS,mets-image
kypmff4s,Image,b21210421/FILE_0589_OBJECTS,mets-image
qhrqbc2f,Image,b28766878/FILE_0505_OBJECTS,mets-image
datn8x5u,Image,b21205504/FILE_0093_OBJECTS,mets-image
rqmhucwk,Item,i1222899,sierra-system-number
d478d7eb,Image,b18021803/FILE_0527_OBJECTS,mets-image
pvdw2wrx,Image,b30532188/FILE_0161_OBJECTS,mets-image
kympjy9t,Image,b28760736/FILE_0131_OBJECTS,mets-image
pv4kgccw,Work,b2373605,sierra-system-number
vj6nmnqu,Image,b21519924/FILE_0261_OBJECTS,mets-image
xs8sc9na,Image,b19394901/FILE_0046_OBJECTS,mets-image
g8e53pj8,Image,b24399656/FILE_0017_OBJECTS,mets-image
dyn6pwps,Image,b29328123/FILE_0081_OBJECTS,mets-image
nheg79r6,Image,b21939603/FILE_0088_OBJECTS,mets-image
e6pp4t39,Image,b29827279/FILE_0294_OBJECTS,mets-image
aan9jjz4,Image,b2171678x/FILE_0052_OBJECTS,mets-image
dchv69ef,Image,b2193566x/FILE_0172_OBJECTS,mets-image
w4gmkft5,Item,1274727,sierra-system-number
zjn548bx,Image,b10107988/FILE_0147_OBJECTS,mets-image
axw8rasu,Image,b29320665/FILE_0209_OBJECTS,mets-image
ebdtugct,Image,b21208864/FILE_0177_OBJECTS,mets-image
a88m3efz,Work,b3175000x,sierra-system-number
fdstd2mu,Image,b21923346/FILE_0716_OBJECTS,mets-image
ddfzuru5,Image,b28745309/FILE_0477_OBJECTS,mets-image
azqhavsf,Image,b29408453/FILE_0003_OBJECTS,mets-image
uqnkcdyd,Image,b21207926/FILE_0286_OBJECTS,mets-image
j62z97em,Image,b3276683x/FILE_0095_OBJECTS,mets-image
n6prkfvc,Image,b21525638/FILE_0151_OBJECTS,mets-image
k6rd58rj,Image,b1028719x/FILE_0369_OBJECTS,mets-image
jvqsgncs,Image,b21221601/FILE_0147_OBJECTS,mets-image
ga5xazjj,Work,b2085796,sierra-system-number
k58bqy4j,Image,b22387961/FILE_0005_OBJECTS,mets-image
m5rfzb3x,Image,b24951110/FILE_0191_OBJECTS,mets-image
fhr5jsrj,Image,b21923188/FILE_0214_OBJECTS,mets-image
wy3pu3vg,Image,b21503084/FILE_0787_OBJECTS,mets-image
nefcynka,Image,b21164411/FILE_0049_OBJECTS,mets-image
mqw2dfp8,Image,b33491860/FILE_0428_OBJECTS,mets-image
xs8eqr2d,Work,b2961846,sierra-system-number
nxq44xq3,Work,2531171,sierra-system-number
ym2apwmr,Image,b21034400/FILE_0091_OBJECTS,mets-image
uusuygvu,Image,b21441121/FILE_0075_OBJECTS,mets-image
rqzxkcqp,Image,b30352010/FILE_0015_OBJECTS,mets-image
syzp64qm,Image,b21008899/FILE_0138_OBJECTS,mets-image
t2w4dyqy,Image,b30417004/FILE_0026_OBJECTS,mets-image
qpxky8jc,Image,b18026060/FILE_0481_OBJECTS,mets-image
nhv45guf,Image,b30505768/FILE_0526_OBJECTS,mets-image
cf7xsayn,Image,b3045492x/FILE_0353_OBJECTS,mets-image
v9fgj97w,Image,b30522109/FILE_0281_OBJECTS,mets-image
crf9p5ac,Image,b31889797/FILE_0034_OBJECTS,mets-image
sv48fhmq,Image,b30785972/FILE_0684_OBJECTS,mets-image
pmuu4yqz,Image,b23983590/FILE_0811_OBJECTS,mets-image
v7yypgy3,Work,b1313913,sierra-system-number
z6q984rh,Work,b24466712,sierra-system-number
y3sx5qd4,Image,b18527917/FILE_0633_OBJECTS,mets-image
rpjzxt65,Work,b28429278,sierra-system-number
urew9bc7,Image,b24924325/FILE_0408_OBJECTS,mets-image
nbdj3upa,Concept,"association of medical research charities,",label-derived
c5q5jpyz,Subject,D003593,nlm-mesh
tpn6f3cr,Image,b29817419/FILE_0262_OBJECTS,mets-image
kd6zgqz7,Image,b21511081/FILE_0192_OBJECTS,mets-image
szzfn8xz,Work,b29994275,sierra-system-number
fe7gnp3h,Work,b20496357,sierra-system-number
xm8du58p,Image,b22336412/FILE_0120_OBJECTS,mets-image
cph74mbd,Image,b28079449/FILE_0271_OBJECTS,mets-image
bq67wghv,Image,b30537782/FILE_0065_OBJECTS,mets-image
gjsyhm5p,Image,b12200578/FILE_0149_OBJECTS,mets-image
pvtynbuv,Image,b2103932x/FILE_0803_OBJECTS,mets-image
gk2qgbm4,Image,b21023992/FILE_0335_OBJECTS,mets-image
bhp7pjyv,Image,b28866782/FILE_0005_OBJECTS,mets-image
bh2yeyyz,Image,b30538877/FILE_0002_OBJECTS,mets-image
cbbq3f75,Image,b28880183/FILE_0047_OBJECTS,mets-image
qsx68u93,Image,b29352629/FILE_0384_OBJECTS,mets-image
v4gm6xmz,Work,b2658236,sierra-system-number
n23utsay,Image,b24990346/FILE_0716_OBJECTS,mets-image
y6jaet93,Image,b31911432/FILE_0048_OBJECTS,mets-image
zhrsp2ez,Image,b24938051/FILE_0399_OBJECTS,mets-image
efw3fsac,Image,b28073861/FILE_0562_OBJECTS,mets-image
u3d3ved6,Work,1356438,sierra-system-number
yd9wuatu,Image,b33285469/FILE_0087_OBJECTS,mets-image
cyj7vc94,Image,b29132770/FILE_0049_OBJECTS,mets-image
nu4zqnjg,Concept,n98800933,lc-names
de6b2937,Image,b28087756/FILE_0086_OBJECTS,mets-image
gams3qzb,Image,b30012004/FILE_0026_OBJECTS,mets-image
gqdw8fwb,Image,b2152208x/FILE_0359_OBJECTS,mets-image
uucaz33y,Image,b21042263/FILE_0287_OBJECTS,mets-image
fnphj3xx,Image,b31351591/FILE_0160_OBJECTS,mets-image
rhnb4kwm,Image,b21136476/FILE_0253_OBJECTS,mets-image
enz973sb,Image,b30523382/FILE_0230_OBJECTS,mets-image
zrkhcdsg,Image,b29441912/FILE_0062_OBJECTS,mets-image
wntcpaev,Work,2201848,sierra-system-number
qknmnva2,Image,b21130759/FILE_0568_OBJECTS,mets-image
dcx7xpub,Image,b10400540/FILE_0678_OBJECTS,mets-image
nbt8ekcf,Image,b30416632/FILE_0835_OBJECTS,mets-image
vmd6ha4a,Image,b20420808/FILE_0096_OBJECTS,mets-image
qc8f7zt5,Item,i14152770,sierra-system-number
v8jrjqw9,Work,b2254505,sierra-system-number
jzh2xs2r,Image,b21512747/FILE_0203_OBJECTS,mets-image
d35hu3fp,Image,b21895260/FILE_0570_OBJECTS,mets-image
tyfezfbh,Work,b2676326,sierra-system-number
vn97t6zc,Image,b2111853x/FILE_0112_OBJECTS,mets-image
mutc3fs2,Image,b20390208/FILE_0510_OBJECTS,mets-image
ujj9d736,Image,b24749473/FILE_0662_OBJECTS,mets-image
kry8vwp9,Image,b21073545/FILE_0027_OBJECTS,mets-image
yggsuhtw,Image,b29126551/FILE_0088_OBJECTS,mets-image
v5djdgb3,Image,b29263803/FILE_0017_OBJECTS,mets-image
tcemnhc9,Concept,n88058448,lc-names
eepjczgh,Image,b3170637x/FILE_0019_OBJECTS,mets-image
pa3hz5dj,Image,b21129915/FILE_0208_OBJECTS,mets-image
wp5p5jbb,Image,b30498892/FILE_0120_OBJECTS,mets-image
pzv9fm4m,Image,b29322017/FILE_0015_OBJECTS,mets-image
ubjmrrr5,Image,b28841050/FILE_0007_OBJECTS,mets-image
c333pqbc,Item,i21168246,sierra-system-number
mbn6gv4t,Image,b21509955/FILE_0403_OBJECTS,mets-image
m67uca9j,Image,b30519652/FILE_0414_OBJECTS,mets-image
p247xq6c,Work,1558395,sierra-system-number
h9xe2mxt,Image,b21080161/FILE_0022_OBJECTS,mets-image
t9yukw8y,Concept,n  85332496,lc-names
bt9gxau6,Image,b28075201/FILE_0352_OBJECTS,mets-image
rf72w8gj,Image,b31872414/FILE_0046_OBJECTS,mets-image
rf7yvegy,Image,b28781855/FILE_0292_OBJECTS,mets-image
u749wv8n,Image,b21506711/FILE_0137_OBJECTS,mets-image
kgeesvtk,Item,i12644924,sierra-system-number
aeb8666f,Image,b21224584/FILE_0439_OBJECTS,mets-image
k44djw3v,Image,L0058119,miro-image-number
y9tjjskp,Image,b2039150x/FILE_0324_OBJECTS,mets-image
agmhg99y,Item,i12045408,sierra-system-number
s73hsutf,Image,b21220104/FILE_0666_OBJECTS,mets-image
ggyth9tk,Image,b22034262/FILE_0075_OBJECTS,mets-image
q42y4bzh,Image,b30199670/FILE_0005_OBJECTS,mets-image
wzcwfqeg,Image,b21071470/FILE_0021_OBJECTS,mets-image
nt7ec7ww,Image,b3033116x/FILE_0229_OBJECTS,mets-image
kz2q5cbk,Image,b29309086/FILE_0036_OBJECTS,mets-image
jzt4qut2,Image,b21508422/FILE_0735_OBJECTS,mets-image
s8bjth5m,Image,b21920837/FILE_0055_OBJECTS,mets-image
f96a5ncq,Image,b33292139/FILE_0130_OBJECTS,mets-image
hh2gzj48,Subject,D014388,nlm-mesh
jh7yushc,Image,b18032953/FILE_0287_OBJECTS,mets-image
brjbp3br,Image,b24878182/FILE_0179_OBJECTS,mets-image
fb3rqexw,Image,b21012404/FILE_0043_OBJECTS,mets-image
admuup3b,Image,b21641481/FILE_0165_OBJECTS,mets-image
xpp5u3jw,Image,b29333313/FILE_0229_OBJECTS,mets-image
zu4ye6v8,Image,b19391729/FILE_0005_OBJECTS,mets-image
uf3u8rab,Work,6697af9e-8cb7-49c4-b9bb-8637d8270c90,calm-record-id
zjenrdur,Image,b24764437/FILE_0045_OBJECTS,mets-image
hgva3b44,Image,b28040995/FILE_0050_OBJECTS,mets-image
qxj89xe5,Image,b22332820/FILE_0028_OBJECTS,mets-image
njmbdtjx,Image,b21055233/FILE_0128_OBJECTS,mets-image
p5csdqtm,Item,i11707422,sierra-system-number
dr9xwmgn,Image,b30498703/FILE_0023_OBJECTS,mets-image
jrsnm8ep,Image,b21161173/FILE_0045_OBJECTS,mets-image
uv23wpgp,Image,b30795175/FILE_0258_OBJECTS,mets-image
qxbf82u8,Image,b21217014/FILE_0135_OBJECTS,mets-image
k8ecqcbe,Image,b30518374/FILE_0230_OBJECTS,mets-image
mqzu3wgv,Image,b30092991/FILE_0671_OBJECTS,mets-image
tr59rsce,Work,b2264578,sierra-system-number
pn3h97sb,Image,b21986514/FILE_0141_OBJECTS,mets-image
jewggpx4,Subject,eastbourne hospital management committee,label-derived
nt88mjks,Image,b30176281/FILE_0076_OBJECTS,mets-image
mnqdhp24,Image,b28086077/FILE_0131_OBJECTS,mets-image
aatcmb8c,Image,b28068166/FILE_0527_OBJECTS,mets-image
fjdy9mwd,Work,2257338,sierra-system-number
sfubuutx,Image,b33022938/FILE_0352_OBJECTS,mets-image
y2b72fyj,Image,b21305663/FILE_0135_OBJECTS,mets-image
kz38g2vg,Image,b21928770/FILE_0100_OBJECTS,mets-image
xan8qrgr,Image,b10327423/FILE_0265_OBJECTS,mets-image
s2uahc4g,Image,b28074919/FILE_0982_OBJECTS,mets-image
pgqn4awy,Image,b31361018/FILE_0214_OBJECTS,mets-image
zes28fxx,Work,b24215971,sierra-system-number
dfu4ykf3,Image,b28753811/FILE_0021_OBJECTS,mets-image
tk72zd35,Work,8315090c-d1a5-4a99-ba9c-7d912db66a47,calm-record-id
bfk9j8ta,Image,b28089340/FILE_0500_OBJECTS,mets-image
rzfs7r2n,Image,b20995714/FILE_0528_OBJECTS,mets-image
bxzezvvc,Item,b24077471,sierra-system-number
mkkmmm5m,Image,b21442599/FILE_0111_OBJECTS,mets-image
nduh3un8,Image,b22323351/FILE_0295_OBJECTS,mets-image
dqdzvqpt,Image,b17740824/FILE_0004_OBJECTS,mets-image
hjh62sen,Image,b30694905/FILE_0014_OBJECTS,mets-image
r7784jhb,Image,b21006751/FILE_0237_OBJECTS,mets-image
y752gnyf,Image,b12947106/FILE_0878_OBJECTS,mets-image
nbsep39q,Item,V0038302,miro-image-number
dyvhyewt,Image,b3300173x/FILE_0388_OBJECTS,mets-image
h4ctgvn6,Image,b21906725/FILE_0231_OBJECTS,mets-image
ymz25nsz,Image,b21710922/FILE_0006_OBJECTS,mets-image
fqsyg9uc,Image,b21222083/FILE_0002_OBJECTS,mets-image
q24bfjkp,Image,b33064155/FILE_0086_OBJECTS,mets-image
s6dew4a3,Image,b21536764/FILE_0188_OBJECTS,mets-image
gvga2c3c,Image,b32993055/FILE_0203_OBJECTS,mets-image
cmsv4dqk,Image,b22363580/FILE_0040_OBJECTS,mets-image
mcd7jdnt,Image,b29726979/FILE_0069_OBJECTS,mets-image
vnj9j52s,Image,b28774565/FILE_0275_OBJECTS,mets-image
qbg9sgwv,Image,b21441959/FILE_0111_OBJECTS,mets-image
mb3q8549,Image,b21012404/FILE_0073_OBJECTS,mets-image
rjartssg,Image,b22035047/FILE_0083_OBJECTS,mets-image
fpff5b2n,Image,b28755431/FILE_0332_OBJECTS,mets-image
fq2zswk5,Image,b19427992/FILE_0693_OBJECTS,mets-image
uattmb38,Item,1763472,sierra-system-number
q3ya7jaf,Image,b28090731/FILE_0247_OBJECTS,mets-image
j4unqfn7,Image,b24997675/FILE_0085_OBJECTS,mets-image
m3vn4sm2,Item,i1500028,sierra-system-number
penkefbe,Image,b21002769/FILE_0153_OBJECTS,mets-image
uxcgrhc7,Image,b30792757/FILE_0048_OBJECTS,mets-image
t84z49r4,Image,b22363154/FILE_0007_OBJECTS,mets-image
hxprf3nh,Work,b22521227,sierra-system-number
cqhtm3tp,Image,b2040427x/FILE_0596_OBJECTS,mets-image
ve6djv38,Image,b30562971/FILE_0095_OBJECTS,mets-image
bzwm6nu2,Item,i1890866,sierra-system-number
td2e8vgh,Image,b21506917/FILE_0653_OBJECTS,mets-image
m92gmz5p,Image,b29315542/FILE_0304_OBJECTS,mets-image
t3uf87q2,Image,b31960571/FILE_0005_OBJECTS,mets-image
pyns9c9z,Work,b1199441,sierra-system-number
y2v4uz89,Work,PPCRI/D/2/37,calm-ref-no
hwqcrn6u,Image,b29132848/FILE_0004_OBJECTS,mets-image
yppakv3w,Image,b29301543/FILE_0086_OBJECTS,mets-image
ypncyjnm,Image,b22009528/FILE_0009_OBJECTS,mets-image
fu8bgygw,Image,b2198685x/FILE_0020_OBJECTS,mets-image
x9f2bxbn,Image,b21027237/FILE_0131_OBJECTS,mets-image
agcrhz9y,Image,b1816335x/FILE_0122_OBJECTS,mets-image
qebc6r6w,Image,b24874875/FILE_0233_OBJECTS,mets-image
hem6nxjd,Image,b32221617/FILE_0445_OBJECTS,mets-image
r9vn6qcp,Image,b21898017/FILE_0090_OBJECTS,mets-image
t9zncyga,Image,b21455053/FILE_0063_OBJECTS,mets-image
n6p8ng7c,Image,b32773122/FILE_0341_OBJECTS,mets-image
hkudx6c4,Image,b33018601/FILE_0221_OBJECTS,mets-image
e7j6ramt,Work,1266180,sierra-system-number
v7hnbjtr,Image,b21901855/FILE_0529_OBJECTS,mets-image
y8pn2est,Image,b18166611/FILE_0038_OBJECTS,mets-image
ffu3rh9s,Work,1819230,sierra-system-number
zmm7rqg3,Image,b2493687x/FILE_1136_OBJECTS,mets-image
ey7585jp,Image,b21072759/FILE_0027_OBJECTS,mets-image
znp4fdyw,Work,b28845675,mets
h7dmnq94,Image,b21924685/FILE_0910_OBJECTS,mets-image
xd66pa9u,Image,b18986821/FILE_0019_OBJECTS,mets-image
j282vq2k,Image,b18419793/FILE_0403_OBJECTS,mets-image
ts9r2g7n,Work,b1059524,sierra-system-number
n5f8swgp,Image,b22016272/FILE_0154_OBJECTS,mets-image
cj8d3vbv,Image,b17737230/FILE_0017_OBJECTS,mets-image
mem6pst2,Image,b28742643/FILE_0248_OBJECTS,mets-image
hya4wj2j,Image,b2116972x/FILE_0227_OBJECTS,mets-image
kvyfb672,Image,b21952449/FILE_0213_OBJECTS,mets-image
q6xpswxa,Image,b29928989/FILE_0383_OBJECTS,mets-image
kgcruhv2,Image,b30499677/FILE_0393_OBJECTS,mets-image
rqkjtyr3,Image,b31355687/FILE_0465_OBJECTS,mets-image
tbc67wnk,Image,b30333180/FILE_0348_OBJECTS,mets-image
ruwufc4x,Image,b21717138/FILE_0154_OBJECTS,mets-image
xudwsjws,Image,b33155562/FILE_0060_OBJECTS,mets-image
f8gb78gy,Concept,n88091027,library-of-congress-names
jtyb2h9v,Image,b22031066/FILE_0073_OBJECTS,mets-image
jc658vad,Image,b20400743/FILE_0201_OBJECTS,mets-image
mpckcbcx,Image,b24391761/FILE_1336_OBJECTS,mets-image
prt4mkus,Image,b12838834/FILE_0160_OBJECTS,mets-image
wkxxbhvr,Image,b28074488/FILE_0296_OBJECTS,mets-image
sx5g7jju,Image,b22355807/FILE_0052_OBJECTS,mets-image
ec57bwmd,Image,b21539637/FILE_0063_OBJECTS,mets-image
pjkamtyc,Image,b1988493x/FILE_0001_OBJECTS,mets-image
tjrprteq,Work,b2775906,sierra-system-number
b86havba,Image,b21912385/FILE_0114_OBJECTS,mets-image
deh7j9xd,Image,b21987439/FILE_0156_OBJECTS,mets-image
vtbewm6z,Image,b2149972x/FILE_0654_OBJECTS,mets-image
eguc6t77,Image,b21896410/FILE_0472_OBJECTS,mets-image
ugd9hn66,Work,b30122065,sierra-system-number
kytn8sdh,Image,b2981814x/FILE_0020_OBJECTS,mets-image
z7hy92kz,Image,b31362473/FILE_0261_OBJECTS,mets-image
dvt8hyce,Image,b21505573/FILE_0170_OBJECTS,mets-image
gfv9jnrp,Image,b1294631x/FILE_0618_OBJECTS,mets-image
d5uege79,Work,2301832,sierra-system-number
q46jswng,Image,b20616764/FILE_0114_OBJECTS,mets-image
hvb5x8v2,Image,b19221241/FILE_0055_OBJECTS,mets-image
xw429hmg,Image,b20443961/FILE_0070_OBJECTS,mets-image
tzdbhm9u,Image,b21992873/FILE_0228_OBJECTS,mets-image
